recipe_id,line_no,raw_line,qty,unit,name_raw,state,dry_fresh,parse_status
61,9,1 teaspoon Kashmiri red chilli powder,1,teaspoon,Kashmiri red chilli powder,,,auto
61,10,1/4 teaspoon coriander powder,1/4,teaspoon,coriander powder,,,auto
61,11,1/4 teaspoon turmeric powder,1/4,teaspoon,turmeric powder,,,auto
61,12,coriander leaves - finely chopped,nan,,coriander leaves,finely chopped,,auto
61,13,1/4 cup water,1/4,cup,water,,,auto
61,14,2 Tablespoon coconut oil,2,tablespoon,coconut oil,,,auto
61,15,salt - to taste,nan,,salt,,,reviewed
62,1,4 Crabs,4,,Crabs,,,auto
62,2,6 Fresh coconut - chunks,6,,Fresh coconut,chunks,Fresh,reviewed
62,3,5 sprig Coriander (Dhania) Leaves,5,sprig,Coriander (Dhania) Leaves,,,auto
62,4,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),,,reviewed
62,5,1 Bay leaf (tej patta),1,,Bay leaf (tej patta),,,reviewed
62,6,2 inch Ginger,2,inch,Ginger,,,reviewed
62,7,4 cloves Garlic,4,clove,Garlic,,,auto
62,8,3/4 cup Onion - fried,3/4,cup,Onion,fried,,auto
62,9,1 Onion - chopped,1,,Onion,chopped,,auto
62,10,2 Tomato - finely chopped,2,,Tomato,finely chopped,,auto
62,11,2 teaspoons Kashmiri Red Chilli Powder - adjustable,2,teaspoon,Kashmiri Red Chilli Powder,,,reviewed
62,12,1 teaspoons Red Chilli powder - adjustable,1,teaspoon,Red Chilli powder,,,reviewed
62,13,1 tablespoon Coriander Powder (Dhania),1,tablespoon,Coriander Powder (Dhania),,,auto
62,14,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,auto
62,15,Salt - to taste,nan,,Salt,,,reviewed
62,16,Sunflower Oil - as required,nan,,Sunflower Oil,,,reviewed
63,1,4 cups Water,4,cup,Water,,,auto
63,2,1 tablespoon Dry ginger powder,1,tablespoon,Dry ginger powder,,Dry,auto
63,3,1 teaspoon Black pepper powder,1,teaspoon,Black pepper powder,,,auto
63,4,1 tablespoon Instant Coffee Powder,1,tablespoon,Instant Coffee Powder,,,auto
63,5,20 Tulsi (holy basil),20,,Tulsi (holy basil),,,auto
63,6,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
63,7,4 Cardamom (Elaichi) Pods/Seeds,4,,Cardamom (Elaichi) Pods/Seeds,,,reviewed
63,8,3 tablespoons Jaggery - (adjust to taste),3,tablespoon,Jaggery,,,reviewed
63,9,1/4 teaspoon Salt - or to taste,1/4,teaspoon,Salt,,,reviewed
64,1,2 cups Elephant yam (Suran/Senai/Ratalu) - chopped into small cubes,2,cup,Elephant yam (Suran/Senai/Ratalu),chopped into small cubes,,auto
64,2,1 tablespoon Red Chilli powder,1,tablespoon,Red Chilli powder,,,auto
64,3,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,auto
64,4,1 tablespoon Fennel seeds (Saunf) - pound,1,tablespoon,Fennel seeds (Saunf),pounded,,reviewed
64,5,1 teaspoon Black pepper powder,1,teaspoon,Black pepper powder,,,auto
64,6,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
64,7,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
64,8,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,,,auto
64,9,1 cup Pearl onions (Sambar Onions),1,cup,Pearl onions (Sambar Onions),,,auto
64,10,6 cloves Garlic,6,clove,Garlic,,,auto
65,1,1 cup Jackfruit Raw (Kathal) - chopped finely,1,cup,Jackfruit Raw (Kathal),chopped finely,,auto
65,2,1 cup Brown Rice,1,cup,Brown Rice,,,auto
65,3,1 cup Milk,1,cup,Milk,,,auto
65,4,1 Cardamom (Elaichi) Pods/Seeds,1,,Cardamom (Elaichi) Pods/Seeds,pods/seeds,,reviewed
65,5,1 tablespoon Ghee,1,tablespoon,Ghee,,,auto
65,6,2 teaspoon Cashew nuts - chopped,2,teaspoon,Cashew nuts,chopped,,auto
66,1,2 cups Rice - raw,2,cup,Rice,raw,,auto
66,2,1 cup Cooked rice,1,cup,Cooked rice,Cooked,,auto
66,3,1 cup Fresh coconut - freshly grated,1,cup,Fresh coconut,freshly grated,Fresh,auto
66,5,2 tablespoons Sugar,2,tablespoon,Sugar,,,auto
66,6,Salt - to taste,nan,,Salt,,,reviewed
67,1,1 Drumstick - chopped to about 1.5 inch,1,,Drumstick,chopped to about 1.5 inch,,auto
67,2,1 Mango (Raw) - peeled & chopped to bite-size,1,,Mango (Raw),peeled & chopped to bite-size,,auto
67,3,1 Green Chilli,1,,Green Chilli,,,auto
67,4,1 cup Water,1,cup,Water,,,auto
67,5,Salt - to taste,nan,,Salt,,,reviewed
67,6,1/2 cup Arhar dal (Split Toor Dal) - soaked for 30 minutes,1/2,cup,Arhar dal (Split Toor Dal),soaked for 30 minutes,,auto
67,7,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
67,8,2 cups Water,2,cup,Water,,,auto
67,9,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,grated,Fresh,auto
67,10,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
67,11,2 Green Chillies,2,,Green Chillies,,,auto
67,12,2-1/2 tablespoons Water,2-1/2,tablespoon,Water,,,reviewed
67,13,1-1/2 teaspoons Coconut Oil,1-1/2,teaspoon,Coconut Oil,,,reviewed
67,14,1/4 teaspoon Mustard seeds,1/4,teaspoon,Mustard seeds,,,auto
67,15,1/4 teaspoon White Urad Dal (Split),1/4,teaspoon,White Urad Dal (Split),,,auto
67,16,2 Dry Red Chillies,2,,Dry Red Chillies,,Dry,auto
67,17,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
68,1,1 cup Rice flour,1,cup,Rice flour,,,auto
68,2,1/2 cup All Purpose Flour (Maida),1/2,cup,All Purpose Flour (Maida),,,auto
68,3,1 teaspoon Dry ginger powder,1,teaspoon,Dry ginger powder,,Dry,auto
68,4,1/2 teaspoon Cardamom Powder (Elaichi),1/2,teaspoon,Cardamom Powder (Elaichi),,,auto
68,5,2 Ripe Bananas - mashed,2,,Ripe Bananas,mashed,,auto
68,6,4 tablespoon Jaggery,4,tablespoon,Jaggery,,,auto
68,7,2 tablespoon Cashew nuts - ground,2,tablespoon,Cashew nuts,ground,,auto
68,8,1 pinch Salt,1,pinch,Salt,,,auto
68,9,Ghee - for cooking,nan,,Ghee,,,reviewed
69,1,500 grams Mutton - with bone (adds flavour),500,gram,Mutton,with bone,,reviewed
69,2,1/2 teaspoon Black pepper powder,1/2,teaspoon,Black pepper powder,,,auto
69,3,Salt - as per your taste,nan,,Salt,,,reviewed
69,4,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
69,5,3 tablespoons Coconut Oil,3,tablespoon,Coconut Oil,,,auto
69,6,1 Onion - finely chopped,1,,Onion,finely chopped,,auto
69,7,1 Tomato - finely chopped,1,,Tomato,finely chopped,,auto
69,8,2 inch Ginger - finely chopped,2,inch,Ginger,finely chopped,,reviewed
69,9,6 cloves Garlic - finely chopped,6,clove,Garlic,finely chopped,,auto
69,10,3/4 teaspoon Red Chilli powder,3/4,teaspoon,Red Chilli powder,,,auto
69,11,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
69,12,1/4 teaspoon Coriander Powder (Dhania),1/4,teaspoon,Coriander Powder (Dhania),,,auto
69,13,1/2 teaspoon Garam masala powder,1/2,teaspoon,Garam masala powder,,,auto
69,14,1/2 teaspoon Fennel seeds (Saunf),1/2,teaspoon,Fennel seeds (Saunf),,,auto
69,15,2 sprig Curry leaves,2,sprig,Curry leaves,,,auto
69,16,Salt - as per your taste,nan,,Salt,,,reviewed
70,1,500 grams Tapioca root - skin peeled and chopped into small cubes,500,gram,Tapioca root,skin peeled and chopped into small cubes,,auto
70,2,250 grams Chicken - minced,250,gram,Chicken,minced,,auto
70,3,1 Onion - sliced,1,,Onion,sliced,,auto
70,4,5 cloves Garlic - chopped,5,clove,Garlic,chopped,,auto
70,5,1 inch Ginger - chopped,1,inch,Ginger,chopped,,reviewed
70,6,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
70,7,1 Green Chilli - sliced,1,,Green Chilli,sliced,,auto
70,8,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,auto
70,9,1 teaspoon Red Chilli powder,1,teaspoon,Red Chilli powder,,,auto
70,10,2 teaspoons Garam masala powder,2,teaspoon,Garam masala powder,,,auto
